"","Male","Married","Protestant","Republican","GunOwner","Obama"
"1261",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1262",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1263",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1264",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1265",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1266",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"1267",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"1268",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1269",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1270",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1271",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1272",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1273",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"1274",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1275",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"1276",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1277",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1278",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1279",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1280",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1281",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"1282",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1283",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1284",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1285",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1286",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1287",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1288",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"1289",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1290",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1291",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1292",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"1293",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1294",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"1295",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1296",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1297",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"1298",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"1299",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1300",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1301",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1302",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1303",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1304",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1305",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1306",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"1307",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"1308",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1309",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1310",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1311",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1312",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1313",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"1314",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"1315",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"1316",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"1317",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"1318",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"1319",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1320",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"1321",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1322",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"1323",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1324",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1325",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1326",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1327",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"1328",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1329",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1330",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"1331",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"1332",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1333",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1334",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"1335",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1336",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"1337",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1338",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1339",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"1340",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"1341",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"1342",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1343",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1344",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1345",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1346",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1347",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"1348",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1349",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1350",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1351",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1352",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1353",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1354",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1355",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1356",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1357",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1358",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"1359",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"1360",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1361",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1362",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1363",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1364",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"1365",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1366",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"1367",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1368",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1369",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1370",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1371",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1372",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"1373",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1374",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"1375",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
